term,case,docket,circuit,issue_area,outcome,split,n_conservative,justice,is_majority
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Barrett,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Jackson,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Thomas,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Moody v. NetChoice, LLC",22-277,11th Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Kagan,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Jr.,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Barrett,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Jackson,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Thomas,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Jr.,1
2023,"NetChoice, LLC v. Paxton",22-555,5th Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Kagan,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Jr.,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Jr.,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Thomas,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Gorsuch,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Sotomayor,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Kavanaugh,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Barrett,1
2023,Smith v. Arizona,22-899,Other,Unknown,1,9-0,6,Jackson,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Thomas,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Jr.,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Jr.,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Kagan,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Barrett,1
2023,Devillier v. Texas,22-913,5th Circuit,Unknown,1,9-0,6,Jackson,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Barrett,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Thomas,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Gorsuch,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Jackson,0
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Sotomayor,0
2023,"Corner Post, Inc. v. Board of Governors of the Federal Reserve System",22-1008,8th Circuit,Unknown,1,6-3,6,Kagan,0
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Barrett,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Jr.,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Thomas,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Jr.,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Sotomayor,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Kagan,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Gorsuch,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Kavanaugh,1
2023,"Sheetz v. County of El Dorado, California",22-1074,Other,Unknown,1,9-0,6,Jackson,1
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Kagan,1
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Jr.,1
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Thomas,0
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Jr.,0
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Sotomayor,1
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Gorsuch,0
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Kavanaugh,1
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Barrett,1
2023,"Warner Chappell Music, Inc. v. Nealy",22-1078,11th Circuit,Unknown,0,6-3,6,Jackson,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Thomas,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Kagan,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Barrett,1
2023,"Macquarie Infrastructure Corp. v. Moab Partners, L.P.",22-1165,2nd Circuit,Unknown,1,9-0,6,Jackson,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Gorsuch,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Jr.,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Thomas,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Jr.,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Sotomayor,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Kagan,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Kavanaugh,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Barrett,1
2023,Federal Bureau of Investigation v. Fikre,22-1178,9th Circuit,Unknown,0,9-0,6,Jackson,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Jackson,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Thomas,0
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Sotomayor,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Kagan,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Gorsuch,0
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,"Office of the United States Trustee v. John Q. Hammons Fall 2006, LLC",22-1238,10th Circuit,Unknown,1,6-3,6,Barrett,0
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Sotomayor,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Jr.,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Thomas,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Jr.,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Kagan,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Gorsuch,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Kavanaugh,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Barrett,1
2023,McIntosh v. United States,22-7386,2nd Circuit,Unknown,0,9-0,6,Jackson,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Thomas,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Kagan,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Barrett,1
2023,"Bissonnette v. LePage Bakeries Park St., LLC",23-51,2nd Circuit,Unknown,1,9-0,6,Jackson,1
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Gorsuch,1
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Kavanaugh,0
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Jr.,0
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Sotomayor,0
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Kagan,0
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Thomas,1
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Jr.,1
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Barrett,1
2023,Harrington v. Purdue Pharma L.P.,23-124,2nd Circuit,Unknown,1,5-4,6,Jackson,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Thomas,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Jr.,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Kagan,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Barrett,1
2023,"Cantero v. Bank of America, N.A.",22-529,2nd Circuit,Unknown,1,9-0,6,Jackson,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Jr.,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Thomas,0
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Jr.,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Sotomayor,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Kagan,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Gorsuch,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Kavanaugh,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Barrett,1
2023,Gonzalez v. Trevino,22-1025,5th Circuit,Unknown,1,8-1,6,Jackson,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Sotomayor,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Jr.,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Thomas,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Kagan,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Jr.,0
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Gorsuch,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Kavanaugh,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Barrett,1
2023,"Truck Insurance Exchange v. Kaiser Gypsum Company, Inc.",22-1079,4th Circuit,Unknown,1,8-1,6,Jackson,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Thomas,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Sotomayor,0
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Kagan,0
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Gorsuch,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Barrett,1
2023,"Relentless, Inc. v. Department of Commerce",22-1219,1st Circuit,Unknown,1,6-3,6,Jackson,0
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Barrett,1
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Jr.,1
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Thomas,0
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Jr.,0
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Sotomayor,1
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Kagan,1
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Gorsuch,0
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,Murthy v. Missouri,23-411,5th Circuit,Unknown,1,6-3,6,Jackson,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Thomas,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Jr.,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Jr.,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Sotomayor,0
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Kagan,0
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Gorsuch,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Kavanaugh,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Barrett,1
2023,Garland v. Cargill,22-976,5th Circuit,Unknown,0,6-3,6,Jackson,0
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Jackson,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Jr.,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Thomas,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Jr.,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Sotomayor,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Kagan,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Gorsuch,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Kavanaugh,1
2023,"Coinbase, Inc. v. Suski",23-3,9th Circuit,Unknown,0,9-0,6,Barrett,1
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Jr.,1
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Sotomayor,1
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Kagan,1
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Gorsuch,1
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Jackson,1
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Kavanaugh,0
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Thomas,0
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Jr.,0
2023,Becerra v. San Carlos Apache Tribe,23-250,9th Circuit,Unknown,0,5-4,6,Barrett,0
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Gorsuch,1
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Jr.,1
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Thomas,1
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Jr.,0
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Sotomayor,1
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Kagan,1
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Kavanaugh,0
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Barrett,1
2023,Erlinger v. United States,23-370,7th Circuit,Unknown,1,6-3,6,Jackson,0
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Thomas,1
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Jr.,1
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Jr.,1
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Sotomayor,0
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Kagan,0
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Gorsuch,0
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Kavanaugh,1
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Barrett,1
2023,Diaz v. United States,23-14,9th Circuit,Unknown,0,6-3,6,Jackson,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Jr.,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Jr.,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Thomas,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Sotomayor,0
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Kagan,0
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Barrett,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Gorsuch,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,Thornell v. Jones,22-982,9th Circuit,Unknown,1,6-3,6,Jackson,0
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Kagan,1
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Jr.,1
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Thomas,0
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Jr.,0
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Gorsuch,0
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Sotomayor,1
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Barrett,1
2023,"Chiaverini v. City of Napoleon, Ohio",23-50,6th Circuit,Unknown,1,6-3,6,Jackson,1
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Kavanaugh,1
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Jr.,1
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Thomas,1
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Sotomayor,0
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Kagan,0
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Gorsuch,1
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Barrett,1
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Jackson,0
2023,Snyder v. United States,23-108 ,7th Circuit,Unknown,1,6-3,6,Jr.,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Thomas,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Jr.,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Jr.,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Sotomayor,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Kagan,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Gorsuch,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Kavanaugh,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Barrett,1
2023,Connelly v. United States,23-146 ,8th Circuit,Unknown,0,9-0,6,Jackson,1
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Jr.,1
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Thomas,1
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Jr.,1
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Barrett,0
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Sotomayor,0
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Kagan,0
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Jackson,1
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Gorsuch,1
2023,Fischer v. United States,23-5572 ,Other,Unknown,1,6-3,6,Kavanaugh,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Kagan,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Jr.,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Thomas,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Jr.,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Sotomayor,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Gorsuch,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Kavanaugh,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Barrett,1
2023,Harrow v. Department of Defense,23-21,Federal Circuit,Unknown,1,9-0,6,Jackson,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Jr.,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Thomas,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Jr.,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Sotomayor,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Kagan,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Gorsuch,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Kavanaugh,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Barrett,1
2023,Trump v. Anderson,23-719,Other,Unknown,1,9-0,6,Jackson,1
2023,Smith v. Spizzirri,22-1218,9th Circuit,Unknown,1,9-0,6,Sotomayor,1
